"conversation_id_str,""created_at"",""favorite_count"",""full_text"",""id_str"",""image_url"",""in_reply_to_screen_name"",""lang"",""location"",""quote_count"",""reply_count"",""retweet_count"",""tweet_url"",""user_id_str"",""username"""
"1785143850312548441,""Tue Apr 30 23:59:19 +0000 2024"",""0"",""@PASelangor Mesti la . Dr parti lebai2 pelsu bodoh piang fitnah bangang."",""1785458946582728877"","""",""PASelangor"",""in"","""",""0"",""0"",""0"",""https://x.com/moliqus/status/1785458946582728877"",""1420302631579226120"",""moliqus"""
"1784822025334493343,""Tue Apr 30 23:59:02 +0000 2024"",""0"",""@undipmenfess Kampus'' yg bodoh apa gimana nih kok goblognya bukan main. PNSnya cuma 1ortu anaknya 3 nguliahin aja ngos''an. Blum untuk sehari''nya gila nih kampus'' negeri"",""1785458873652113716"","""",""undipmenfess"",""in"",""great ngalam, East Java"",""0"",""0"",""0"",""https://x.com/jee_creepers/status/1785458873652113716"",""2917116386"",""jee_creepers"""
"1785194579907740015,""Tue Apr 30 23:58:56 +0000 2024"",""0"",""@Bambangmulyonoo Kenapa para mahasiswa tdk bisa jadi promotor perubahan suatu negri..? Krn mereka tak pernah peduli dg tata kelola negara mereka hanya perlu saat mereka butuh. Kebanyakan mereka lebih penting tunggu status baru di medsos. Itu jd dasar untuk memanfaatkan situasi BODOH ITU TELMI"",""1785458849631363527"","""",""Bambangmulyonoo"",""in"","""",""0"",""0"",""0"",""https://x.com/SetyaSumedang/status/1785458849631363527"",""1784590181091471360"",""SetyaSumedang"""
"1785324877651890446,""Tue Apr 30 23:58:54 +0000 2024"",""1"",""@Solisidtor Masalahnya unn makin ramai org luar berebut2 masuk Malaysia sebab kemakmuran dan murahnya harga barang2 berbanding negara2 lain. Buat perbandingan ikut data la walaun PN yg bodoh. Banding la dgn negara luar. Aku rasa elok ko migrate la. Jgn ikut sedap mulut hancing ko tu je"",""1785458840324219374"","""",""Solisidtor"",""in"","""",""0"",""0"",""0"",""https://x.com/HajiIsahma88380/status/1785458840324219374"",""1770653958455046144"",""HajiIsahma88380"""
"1785458767855059069,""Tue Apr 30 23:58:37 +0000 2024"",""0"",""Gedeg juga gue baca cewe yang suka degradasi diri sendiri demi cowok. Tipe-tipe cewek bodoh yg nanti selalu ngasih alasan buat kesalahan bodoh si cowok. Why i support women who dig their own graves?"",""1785458767855059069"","""","""",""in"","""",""0"",""1"",""0"",""https://x.com/seinnamoonbae/status/1785458767855059069"",""1525742270078930944"",""seinnamoonbae"""
"1785448057787859382,""Tue Apr 30 23:58:34 +0000 2024"",""4"",""@AKUANAKWATAN Dap umpan bodoh nyerr laa"",""1785458754814943234"","""",""AKUANAKWATAN"",""in"","""",""0"",""1"",""0"",""https://x.com/ShahnazAzizTT/status/1785458754814943234"",""1635667944905793536"",""ShahnazAzizTT"""
"1785222561221300328,""Tue Apr 30 23:58:32 +0000 2024"",""0"",""@sbmptnfess bodoh"",""1785458749580415077"","""",""sbmptnfess"",""in"",""Depok, Indonesia"",""0"",""0"",""0"",""https://x.com/tikacd/status/1785458749580415077"",""354056197"",""tikacd"""
"1785458630529274195,""Tue Apr 30 23:58:04 +0000 2024"",""0"",""Klo dosen ilsej agaknya menganggap bodoh semua"",""1785458630529274195"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/yourbbillyhills/status/1785458630529274195"",""1268901049181466624"",""yourbbillyhills"""
"1785458394654228957,""Tue Apr 30 23:57:08 +0000 2024"",""0"",""dasar bodoh. nak revised waktu clock in tapi bagitau lambat. natang beruk"",""1785458394654228957"","""","""",""in"",""kuantan pahang malaysia."",""0"",""0"",""0"",""https://x.com/rabihaawanis/status/1785458394654228957"",""123464724"",""rabihaawanis"""
"1785458313834254774,""Tue Apr 30 23:56:48 +0000 2024"",""1"",""Jakun baru sampai negara orang tapi selera nak ikut negara kau. Bodoh pianggg"",""1785458313834254774"","""","""",""in"",""Malaysia"",""0"",""0"",""0"",""https://x.com/mr_Ferzin/status/1785458313834254774"",""384684996"",""mr_Ferzin"""
"1785424752343236629,""Tue Apr 30 23:56:14 +0000 2024"",""2"",""@ilhampurnama887 Apa yg diharepin dari penduduk IQ 78? hasil survey nya pun akan berupa keputusan bodoh. Ini lah kerusakan akibat demokrasi di negara dg IQ 78 kebodohan yg memimpin. Mendingan kaya China atau Singapore."",""1785458169487241496"","""",""ilhampurnama887"",""in"",""Jakarta"",""0"",""1"",""1"",""https://x.com/Dedy44169434/status/1785458169487241496"",""1006840774502146049"",""Dedy44169434"""
"1785458071487316410,""Tue Apr 30 23:55:51 +0000 2024"",""0"",""Ahhah bodoh"",""1785458071487316410"","""","""",""in"",""Lost in a small city"",""0"",""0"",""0"",""https://x.com/Be3be3/status/1785458071487316410"",""38649176"",""Be3be3"""
"1785458008253927539,""Tue Apr 30 23:55:36 +0000 2024"",""0"",""Paling menyampah dengan orang indo sbb typical question 'Kamu sekampung sama Upin Ipin ya?!?!?!?!' Like stop la bodoh question ni"",""1785458008253927539"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/__april__0/status/1785458008253927539"",""1777734065367699456"",""__april__0"""
"1785456605242511502,""Tue Apr 30 23:54:31 +0000 2024"",""0"",""@Solisidtor Kelantan: DUN tempatan dari PAS PN kira semua la 43 orang. Tapi masalah air yang paling penting dah selesai? Tiga tahun lagi tiga tahun! Kencing lagi kencing! Pengundi bodoh kekal bodoh! https://t.co/g4IcVBCx1d"",""1785457736542814284"",""https://pbs.twimg.com/media/GMc4V5iawAAGhb8.jpg"",""Solisidtor"",""in"",""Sarawak, Malaysia"",""0"",""0"",""0"",""https://x.com/zhixinJs/status/1785457736542814284"",""211112662"",""zhixinJs"""
"1785456271182975243,""Tue Apr 30 23:54:27 +0000 2024"",""0"",""@diaryofminaa Ngarep gratis tapi ujung2nya transfer Kalo dah kebelet sange orang jd bodoh ya hahaha"",""1785457721552347414"","""",""diaryofminaa"",""in"","""",""0"",""1"",""0"",""https://x.com/MANDORRRRRRR/status/1785457721552347414"",""3264712345"",""MANDORRRRRRR"""
"1785274102124786159,""Tue Apr 30 23:53:08 +0000 2024"",""2"",""@kim_medap Dikira kita bodoh kali ya kita ini kan mantan badut level detectiv conan."",""1785457390705684879"","""",""kim_medap"",""in"",""Jakarta Barat, DKI Jakarta"",""0"",""0"",""0"",""https://x.com/Sweetoflife89/status/1785457390705684879"",""1584433121218289664"",""Sweetoflife89"""
"1785327308510994508,""Tue Apr 30 23:52:30 +0000 2024"",""1"",""@SinarOnline Dah Takdir nya Dapat Pemimpin Pn Bangang Abadi. Sekian. Kahakhakahakah. Bodoh Piang."",""1785457230709702753"","""",""KLHC88"",""in"",""carrucan plantation "",""0"",""0"",""0"",""https://x.com/KLHC88/status/1785457230709702753"",""1696213595112226816"",""KLHC88"""
"1785457147859599437,""Tue Apr 30 23:52:10 +0000 2024"",""0"",""Manusia bodoh apa yg pake toner exfo tp ga lanjut pake moisturizer karna ketiduran"",""1785457147859599437"","""","""",""in"","""",""0"",""1"",""0"",""https://x.com/sithamonroll_/status/1785457147859599437"",""1469527416"",""sithamonroll_"""
"1785222561221300328,""Tue Apr 30 23:51:27 +0000 2024"",""0"",""@sbmptnfess orang bodoh bisa kirim menfesss kah???"",""1785456966015545416"","""",""sbmptnfess"",""in"","""",""0"",""0"",""0"",""https://x.com/jjnud_/status/1785456966015545416"",""1566392239303307268"",""jjnud_"""
"1784904704579039386,""Tue Apr 30 23:50:48 +0000 2024"",""0"",""@bharianmy Idea bodoh. Suatu pulau sepatutnya memelihara keindahan semulajadinya sbg tarikan pelancong bukan tukar pulau utk menjadi bandar kosmopolitan"",""1785456802400031001"","""",""bharianmy"",""in"",""Kuala Lumpur City, Kuala Lumpur Federal Territory"",""0"",""0"",""0"",""https://x.com/AdamAhBoo/status/1785456802400031001"",""994601354348843011"",""AdamAhBoo"""
"1785456580361593290,""Tue Apr 30 23:49:55 +0000 2024"",""0"",""Bodoh la onexox ni"",""1785456580361593290"","""","""",""in"",""Kuantan, Pahang"",""0"",""0"",""0"",""https://x.com/Asy_Barbarian/status/1785456580361593290"",""862636901693566976"",""Asy_Barbarian"""
"1785133881278320710,""Tue Apr 30 23:49:48 +0000 2024"",""0"",""@kdrama_menfess 6/10 karna alurnya bukan tipeku cowonya keterlaluan bucin super bodoh kalo kata aku wkwk Tapi kalo kamu suka alur yg seperti itu nonton aja"",""1785456551039566303"","""",""kdrama_menfess"",""in"",""In My Room"",""0"",""0"",""0"",""https://x.com/lalawslh/status/1785456551039566303"",""1203137522299072512"",""lalawslh"""
"1785169765436469463,""Tue Apr 30 23:49:46 +0000 2024"",""0"",""@KSuwardy perjuangan untuk apa? perjuangan tak ada hala tuju. hari hari kerja menfitnah je tu kau panggil perjuangan? bodoh "",""1785456540964770201"","""",""KSuwardy"",""in"","""",""0"",""0"",""0"",""https://x.com/binjitt/status/1785456540964770201"",""893885947149824000"",""binjitt"""
"1785338765403361518,""Tue Apr 30 23:49:39 +0000 2024"",""1"",""@MalaysiaGazette Itu bukan sebab ko la jemin hanat bahalol itu sebab kerjasama baik dlm kerajaan Pakatan Harapan yg memerintah Selangorlah bodoh. Sudah2lah asyik nak memperbodohkan pengundi KKB. Ko punya sifat PENGKHIANAT tu la yg aku akan ingat sampai bila2 syaaaaitaaaan..hahaha. Kita undi PHBN"",""1785456514809110990"","""",""MalaysiaGazette"",""in"","""",""0"",""0"",""0"",""https://x.com/HajiIsahma88380/status/1785456514809110990"",""1770653958455046144"",""HajiIsahma88380"""
"1785171026806182387,""Tue Apr 30 23:49:26 +0000 2024"",""3"",""@mstaronline Ala kak kau pun nak join this circus apesal? Sebab haritu nak cover balik kecaman pasal scene bodoh dalam drama latest ke?"",""1785456459259736314"","""",""mstaronline"",""in"",""Mexico City"",""0"",""0"",""0"",""https://x.com/cili_hijau/status/1785456459259736314"",""1001071714787213312"",""cili_hijau"""
"1785456221287559317,""Tue Apr 30 23:48:29 +0000 2024"",""0"",""bodoh"",""1785456221287559317"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/yappingtara/status/1785456221287559317"",""1756370933613469696"",""yappingtara"""
"1785314202388935045,""Tue Apr 30 23:47:34 +0000 2024"",""0"",""@tanyarlfes Lagi bahas masalah serius tp responnya becanda. Dan kalo kita ngambek krn gasuka malah dikatain ajg baperan . Becanda juga harus tau tempat ya bodoh. Dan semenjak ada kata2 baperan gaada lagi kata maaf ."",""1785455986595266923"","""",""tanyarlfes"",""in"",""unknown"",""0"",""0"",""0"",""https://x.com/mevoyezvousrire/status/1785455986595266923"",""1091690502049587200"",""mevoyezvousrire"""
"1785455656214122987,""Tue Apr 30 23:47:26 +0000 2024"",""0"",""Pasangan bodoh kesayangan nomer dua: https://t.co/dzc3mN95OF"",""1785455953040515177"",""https://pbs.twimg.com/tweet_video_thumb/GMc2uL-aYAA3XXC.jpg"",""PerswinaAllaili"",""in"",""Bandung, Jawa Barat"",""0"",""0"",""0"",""https://x.com/PerswinaAllaili/status/1785455953040515177"",""452679990"",""PerswinaAllaili"""
"1785455656214122987,""Tue Apr 30 23:46:15 +0000 2024"",""0"",""Duh kena spoiler wkwk belum sempet nontonn pasangan bodoh ini"",""1785455656214122987"","""","""",""in"",""Bandung, Jawa Barat"",""0"",""1"",""0"",""https://x.com/PerswinaAllaili/status/1785455656214122987"",""452679990"",""PerswinaAllaili"""
"1785165591365689631,""Tue Apr 30 23:46:11 +0000 2024"",""0"",""@Penyuka_ombak Jgan seperti manusia bodoh gimana sih?"",""1785455640175161495"","""",""Penyuka_ombak"",""in"",""Malang"",""0"",""0"",""0"",""https://x.com/Achonk_Saulsick/status/1785455640175161495"",""1621964328"",""Achonk_Saulsick"""
"1785304662847222213,""Tue Apr 30 23:46:05 +0000 2024"",""19"",""@MALAYSIAVIRALLL dah la tak bayar cukai. duit dapat lebih. tak belanja kat sini. duit semua hantar sana. macam sial. bila cakap nanti melayu bodoh akan cakap takpela tu rezki diorang bodoh nak mampos. singapore kau jangan mimpi nak buat dua kerja."",""1785455613579018416"","""",""MALAYSIAVIRALLL"",""in"","""",""0"",""2"",""9"",""https://x.com/binjitt/status/1785455613579018416"",""893885947149824000"",""binjitt"""
"1785454908692725809,""Tue Apr 30 23:44:28 +0000 2024"",""0"",""kenal org yg kerjaannya pamerin diri kl dia krja di becuk gitu aja w dh sadar gimana hasilnya becuk kl recrut org org bodoh akal cuma bisa pamer"",""1785455207222280635"","""",""1O665"",""in"",""𝟐𝟏+"",""0"",""1"",""0"",""https://x.com/1O665/status/1785455207222280635"",""1015456580"",""1O665"""
"1785455098543702307,""Tue Apr 30 23:44:02 +0000 2024"",""0"",""bodoh ih amit amit jabang bayi"",""1785455098543702307"","""","""",""in"",""Jakarta Capital Region"",""0"",""0"",""0"",""https://x.com/heichoutruly/status/1785455098543702307"",""762068824371802112"",""heichoutruly"""
"1784916781607354401,""Tue Apr 30 23:43:32 +0000 2024"",""0"",""@TSolihien Lagian saya yg bodoh aja faham siapa anis .... Sekarang giliran ditinggalin marah2 TELMI"",""1785454972882309178"","""",""TSolihien"",""in"","""",""0"",""0"",""0"",""https://x.com/Musarojan166401/status/1785454972882309178"",""1688197462975188992"",""Musarojan166401"""
"1785454908692725809,""Tue Apr 30 23:43:17 +0000 2024"",""0"",""becuk gimana mau bagus yang di recrut org org bodoh akal"",""1785454908692725809"","""","""",""in"",""𝟐𝟏+"",""0"",""1"",""0"",""https://x.com/1O665/status/1785454908692725809"",""1015456580"",""1O665"""
"1785454882700546080,""Tue Apr 30 23:43:10 +0000 2024"",""0"",""dato bandar lantikan politik ? budak muda ni memang bodoh dah la jadi barua pn lani."",""1785454882700546080"","""","""",""in"",""kodiang"",""0"",""0"",""0"",""https://x.com/muhammadipan95/status/1785454882700546080"",""1039836786"",""muhammadipan95"""
"1785454835132928343,""Tue Apr 30 23:42:59 +0000 2024"",""15"",""Demo kok bodoh. Propaganda ala orang kiri ini sih. Kebodohan 1: Chornobyl itu kota Indonesia negara. Gak sebanding. Kebodohan 2: Bahaya radiasi itu overrated. Gorengan penuh kolesterol lebih bahaya. Kebodohan 3: PLTN Bengkayang gak pakai RBMK pakainya SMR PWR."",""1785454835132928343"","""","""",""in"",""Indonesia"",""0"",""0"",""6"",""https://x.com/r_a_p_dwija/status/1785454835132928343"",""1675108101551460358"",""r_a_p_dwija"""
"1785454497738977425,""Tue Apr 30 23:41:39 +0000 2024"",""0"",""Ngeri sekarang jaman viral jadi pikir 2x klo mau ngelakuin hal bodoh yg bakal diviralin .... Sekejap bisa hilang semua karna viral."",""1785454497738977425"","""","""",""in"",""Tenggarang, Indonesia"",""0"",""0"",""0"",""https://x.com/agozfcs/status/1785454497738977425"",""1769461292585369600"",""agozfcs"""
"1785139396544741419,""Tue Apr 30 23:41:30 +0000 2024"",""0"",""@MuslikhMohamad @NinzExe07 memang kemiskinan dan kebodohan itu harus dilestarikan shg bisa dikapitalisasi di event ttt. Mereka mungkin mengikuti pendidikan tetapi realitanya bodoh bahkan mereka tdk mampu mengidentifikasi kebutuhan dirinya apalagi bangsanya......."",""1785454461642789108"","""",""MuslikhMohamad"",""in"","""",""0"",""0"",""0"",""https://x.com/sin2023chan/status/1785454461642789108"",""1676432495162855424"",""sin2023chan"""
